post_id,category,post_text,timestamp
350,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-01-15 13:00:00
351,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-01-15 14:00:00
352,Data Leaks,Selling high-quality ransomware with encryption.,2024-01-15 15:00:00
353,Exploit Kits,Looking for botnet rental services. Need advice?,2024-01-15 16:00:00
354,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-01-15 17:00:00
355,Data Leaks,Best anonymous VPN for dark web access?,2024-01-15 18:00:00
356,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-01-15 19:00:00
357,Anonymity Services,Selling high-quality ransomware with encryption.,2024-01-15 20:00:00
358,Hacking Tools,Zero-day exploits available for purchase.,2024-01-15 21:00:00
359,Anonymity Services,Looking for botnet rental services. Need advice?,2024-01-15 22:00:00
360,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-01-15 23:00:00
361,Carding,Looking for buyers of stolen PayPal credentials.,2024-01-16 00:00:00
362,Ransomware,Best anonymous VPN for dark web access?,2024-01-16 01:00:00
363,Carding,Best anonymous VPN for dark web access?,2024-01-16 02:00:00
364,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-01-16 03:00:00
365,Stolen Credentials,Zero-day exploits available for purchase.,2024-01-16 04:00:00
366,Ransomware,Selling high-quality ransomware with encryption.,2024-01-16 05:00:00
367,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-01-16 06:00:00
368,Carding,Anyone interested in malware development? I have samples.,2024-01-16 07:00:00
369,Ransomware,Anyone interested in malware development? I have samples.,2024-01-16 08:00:00
370,DDoS-for-hire,Zero-day exploits available for purchase.,2024-01-16 09:00:00
371,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-01-16 10:00:00
372,Trojan Deployment,Best anonymous VPN for dark web access?,2024-01-16 11:00:00
373,Data Leaks,"Dump of 10,000 stolen emails available.",2024-01-16 12:00:00
374,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-01-16 13:00:00
375,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-01-16 14:00:00
376,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-01-16 15:00:00
377,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-01-16 16:00:00
378,Exploit Kits,Selling high-quality ransomware with encryption.,2024-01-16 17:00:00
379,Data Leaks,Zero-day exploits available for purchase.,2024-01-16 18:00:00
380,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-01-16 19:00:00
381,Exploit Kits,Zero-day exploits available for purchase.,2024-01-16 20:00:00
382,Data Leaks,Zero-day exploits available for purchase.,2024-01-16 21:00:00
383,Phishing,Exclusive forum for hackers—invites only!,2024-01-16 22:00:00
384,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-01-16 23:00:00
385,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-01-17 00:00:00
386,Phishing,Exclusive forum for hackers—invites only!,2024-01-17 01:00:00
387,Stolen Credentials,Anyone interested in malware development? I have samples.,2024-01-17 02:00:00
388,Carding,Looking for buyers of stolen PayPal credentials.,2024-01-17 03:00:00
389,Trojan Deployment,Selling high-quality ransomware with encryption.,2024-01-17 04:00:00
390,Phishing,Looking for botnet rental services. Need advice?,2024-01-17 05:00:00
391,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-01-17 06:00:00
392,Phishing,Zero-day exploits available for purchase.,2024-01-17 07:00:00
393,Ransomware,"New exploit found in Windows 11, selling access.",2024-01-17 08:00:00
394,DDoS-for-hire,Zero-day exploits available for purchase.,2024-01-17 09:00:00
395,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-01-17 10:00:00
396,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-01-17 11:00:00
397,Data Leaks,Exclusive forum for hackers—invites only!,2024-01-17 12:00:00
398,Hacking Tools,Selling high-quality ransomware with encryption.,2024-01-17 13:00:00
399,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-01-17 14:00:00
400,Carding,Looking for buyers of stolen PayPal credentials.,2024-01-17 15:00:00
401,Hacking Tools,Zero-day exploits available for purchase.,2024-01-17 16:00:00
402,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-01-17 17:00:00
403,Stolen Credentials,Best anonymous VPN for dark web access?,2024-01-17 18:00:00
404,Ransomware,Selling high-quality ransomware with encryption.,2024-01-17 19:00:00
405,Data Leaks,"New exploit found in Windows 11, selling access.",2024-01-17 20:00:00
406,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-01-17 21:00:00
407,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-01-17 22:00:00
408,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-01-17 23:00:00
409,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-01-18 00:00:00
410,Anonymity Services,Looking for botnet rental services. Need advice?,2024-01-18 01:00:00
411,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-01-18 02:00:00
412,Stolen Credentials,Zero-day exploits available for purchase.,2024-01-18 03:00:00
413,Data Leaks,Zero-day exploits available for purchase.,2024-01-18 04:00:00
414,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-01-18 05:00:00
415,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-01-18 06:00:00
416,Carding,"Dump of 10,000 stolen emails available.",2024-01-18 07:00:00
417,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-01-18 08:00:00
418,Anonymity Services,Anyone interested in malware development? I have samples.,2024-01-18 09:00:00
419,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-01-18 10:00:00
420,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-01-18 11:00:00
421,Phishing,Looking for buyers of stolen PayPal credentials.,2024-01-18 12:00:00
422,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-01-18 13:00:00
423,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-01-18 14:00:00
424,Exploit Kits,Zero-day exploits available for purchase.,2024-01-18 15:00:00
425,Anonymity Services,Best anonymous VPN for dark web access?,2024-01-18 16:00:00
426,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-01-18 17:00:00
427,Phishing,Looking for botnet rental services. Need advice?,2024-01-18 18:00:00
428,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-01-18 19:00:00
429,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-01-18 20:00:00
430,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-01-18 21:00:00
431,Anonymity Services,Zero-day exploits available for purchase.,2024-01-18 22:00:00
432,Ransomware,Best anonymous VPN for dark web access?,2024-01-18 23:00:00
433,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-01-19 00:00:00
434,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-01-19 01:00:00
435,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-01-19 02:00:00
436,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-01-19 03:00:00
437,Trojan Deployment,Best anonymous VPN for dark web access?,2024-01-19 04:00:00
438,Ransomware,"Dump of 10,000 stolen emails available.",2024-01-19 05:00:00
439,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-01-19 06:00:00
440,Stolen Credentials,Anyone interested in malware development? I have samples.,2024-01-19 07:00:00
441,Carding,Looking for botnet rental services. Need advice?,2024-01-19 08:00:00
442,Ransomware,"New exploit found in Windows 11, selling access.",2024-01-19 09:00:00
443,Phishing,Exclusive forum for hackers—invites only!,2024-01-19 10:00:00
444,Data Leaks,"Dump of 10,000 stolen emails available.",2024-01-19 11:00:00
445,Phishing,"New exploit found in Windows 11, selling access.",2024-01-19 12:00:00
446,Exploit Kits,Anyone interested in malware development? I have samples.,2024-01-19 13:00:00
447,Data Leaks,"New exploit found in Windows 11, selling access.",2024-01-19 14:00:00
448,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-01-19 15:00:00
449,Trojan Deployment,Best anonymous VPN for dark web access?,2024-01-19 16:00:00
450,DDoS-for-hire,Zero-day exploits available for purchase.,2024-01-19 17:00:00
451,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-01-19 18:00:00
452,Hacking Tools,Anyone interested in malware development? I have samples.,2024-01-19 19:00:00
453,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-01-19 20:00:00
454,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-01-19 21:00:00
455,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-01-19 22:00:00
456,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-01-19 23:00:00
457,Carding,Exclusive forum for hackers—invites only!,2024-01-20 00:00:00
458,Phishing,Zero-day exploits available for purchase.,2024-01-20 01:00:00
459,Data Leaks,Selling high-quality ransomware with encryption.,2024-01-20 02:00:00
460,Data Leaks,Selling high-quality ransomware with encryption.,2024-01-20 03:00:00
461,Exploit Kits,Selling high-quality ransomware with encryption.,2024-01-20 04:00:00
462,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-01-20 05:00:00
463,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-01-20 06:00:00
464,Trojan Deployment,Zero-day exploits available for purchase.,2024-01-20 07:00:00
465,Ransomware,"Dump of 10,000 stolen emails available.",2024-01-20 08:00:00
466,Phishing,"Dump of 10,000 stolen emails available.",2024-01-20 09:00:00
467,Exploit Kits,Zero-day exploits available for purchase.,2024-01-20 10:00:00
468,Carding,Looking for buyers of stolen PayPal credentials.,2024-01-20 11:00:00
469,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-01-20 12:00:00
470,Anonymity Services,Selling high-quality ransomware with encryption.,2024-01-20 13:00:00
471,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-01-20 14:00:00
472,Carding,Anyone interested in malware development? I have samples.,2024-01-20 15:00:00
473,Data Leaks,"New exploit found in Windows 11, selling access.",2024-01-20 16:00:00
474,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-01-20 17:00:00
475,Phishing,Best anonymous VPN for dark web access?,2024-01-20 18:00:00
476,Ransomware,Zero-day exploits available for purchase.,2024-01-20 19:00:00
477,Exploit Kits,Looking for botnet rental services. Need advice?,2024-01-20 20:00:00
478,Data Leaks,Anyone interested in malware development? I have samples.,2024-01-20 21:00:00
479,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-01-20 22:00:00
480,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-01-20 23:00:00
481,Carding,We need volunteers for a DDoS attack on major bank sites.,2024-01-21 00:00:00
482,Stolen Credentials,"New exploit found in Windows 11, selling access.",2024-01-21 01:00:00
483,Carding,Zero-day exploits available for purchase.,2024-01-21 02:00:00
484,Trojan Deployment,Best anonymous VPN for dark web access?,2024-01-21 03:00:00
485,Phishing,"New exploit found in Windows 11, selling access.",2024-01-21 04:00:00
486,Data Leaks,Best anonymous VPN for dark web access?,2024-01-21 05:00:00
487,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-01-21 06:00:00
488,Stolen Credentials,Anyone interested in malware development? I have samples.,2024-01-21 07:00:00
489,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-01-21 08:00:00
490,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-01-21 09:00:00
491,Stolen Credentials,"New exploit found in Windows 11, selling access.",2024-01-21 10:00:00
492,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-01-21 11:00:00
493,Phishing,Best anonymous VPN for dark web access?,2024-01-21 12:00:00
494,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-01-21 13:00:00
495,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-01-21 14:00:00
496,Data Leaks,Exclusive forum for hackers—invites only!,2024-01-21 15:00:00
497,Trojan Deployment,Best anonymous VPN for dark web access?,2024-01-21 16:00:00
498,Carding,Looking for botnet rental services. Need advice?,2024-01-21 17:00:00
499,Phishing,Exclusive forum for hackers—invites only!,2024-01-21 18:00:00
500,Exploit Kits,Zero-day exploits available for purchase.,2024-01-21 19:00:00
501,Phishing,Best anonymous VPN for dark web access?,2024-01-21 20:00:00
502,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-01-21 21:00:00
503,Phishing,Exclusive forum for hackers—invites only!,2024-01-21 22:00:00
504,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-01-21 23:00:00
505,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-01-22 00:00:00
506,Anonymity Services,Selling high-quality ransomware with encryption.,2024-01-22 01:00:00
507,Exploit Kits,Exclusive forum for hackers—invites only!,2024-01-22 02:00:00
508,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-01-22 03:00:00
509,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-01-22 04:00:00
510,Anonymity Services,Zero-day exploits available for purchase.,2024-01-22 05:00:00
511,DDoS-for-hire,Zero-day exploits available for purchase.,2024-01-22 06:00:00
512,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-01-22 07:00:00
513,Carding,Exclusive forum for hackers—invites only!,2024-01-22 08:00:00
514,Carding,Anyone interested in malware development? I have samples.,2024-01-22 09:00:00
515,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-01-22 10:00:00
516,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-01-22 11:00:00
517,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-01-22 12:00:00
518,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-01-22 13:00:00
519,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-01-22 14:00:00
520,Carding,Zero-day exploits available for purchase.,2024-01-22 15:00:00
521,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-01-22 16:00:00
522,Hacking Tools,Exclusive forum for hackers—invites only!,2024-01-22 17:00:00
523,Anonymity Services,Exclusive forum for hackers—invites only!,2024-01-22 18:00:00
